1	1	-1
2	2	-1
3	3	-1
4	4	1
5	5	1
6	6	1
7	7	3
8	8	-1
9	9	1
10	10	1
11	11	-1
12	12	1
13	13	1
14	14	-1
15	15	-3
16	16	1
17	17	-3
18	18	1
19	19	1
20	20	1
21	21	-3
22	22	-3
23	23	-3
24	24	-1
25	25	-3
26	26	1
27	27	1
28	28	-1
29	29	1
30	30	1
31	31	-1
32	32	-1
33	33	-1
34	34	1
35	35	1
36	36	1
37	37	1
38	38	-3
39	39	-1
40	40	-1
41	41	-1
42	42	3
43	43	3
44	44	1
45	45	-1
46	46	1
47	47	-3
48	48	-1
49	49	-1
50	50	-3
51	51	1
52	52	1
53	53	1
54	54	3
55	55	-3
56	56	3
57	57	-1
58	58	3
59	59	1
60	60	-3
61	61	1
62	62	1
63	63	1
64	64	-1
65	65	-1
66	66	-1
67	67	-1
68	68	1
69	69	-1
70	70	-1
71	71	-1
72	72	3
73	73	-1
74	74	-1
75	75	3
76	76	-1
77	77	1
78	78	-1
79	79	-3
80	80	-1
81	81	1
82	82	3
83	83	-1
84	84	-1
85	85	-1
86	86	3
87	87	3
88	88	-1
89	89	-2
90	90	-2
91	91	2
92	92	2
93	93	2
94	94	-2
95	95	-2
96	96	2
97	97	2
98	98	2
99	99	2
100	100	-2
101	101	2
102	102	-2
103	103	2
104	104	-2
105	105	2
106	106	2
107	107	2
108	108	2
109	109	2
110	110	-2
111	111	-2
112	112	-2
113	113	2
114	114	2
115	115	-2
116	116	2
117	117	2
118	118	-2
119	119	2
120	120	2
121	121	2
122	122	-2
123	123	-2
124	124	2
125	125	2
126	126	-2
127	127	2
128	128	-2
129	129	-2
130	130	2
131	131	-2
132	132	-2
133	133	2
134	134	2
135	135	2
136	136	2
137	137	2
138	138	-2
139	139	2
140	140	-2
141	141	-2
142	142	2
143	143	2
144	144	-2
145	145	-2
146	146	2
147	147	-2
148	148	-2
149	149	-2
150	150	-2
151	151	2
152	152	-2
153	153	2
154	154	2
155	155	-2
156	156	2
157	157	-2
158	158	-2
159	159	-2
160	160	-2
161	161	2
162	162	2
163	163	-2
164	164	2
165	165	2
166	166	2
167	167	2
168	168	-2
169	169	2
170	170	-2
171	171	2
172	172	-2
173	173	2
174	174	-2
175	175	-2
176	176	-2
1	16	1
1	37	1
1	45	1
1	55	1
1	60	1
1	66	1
1	122	2
1	123	-2
1	165	-2
2	10	1
2	37	1
2	43	1
2	70	1
2	71	1
2	80	1
2	118	2
2	128	-2
2	134	-2
3	26	1
3	29	1
3	74	1
3	76	1
3	84	2
3	115	-2
3	130	-2
3	139	-2
4	9	1
4	10	1
4	26	1
4	60	1
4	80	1
4	87	1
4	113	-2
4	127	2
4	157	-2
5	15	1
5	24	1
5	41	1
5	63	1
5	69	1
5	86	1
5	132	-2
5	156	2
5	169	-2
6	32	1
6	39	1
6	46	1
6	54	1
6	58	1
6	70	1
6	112	-2
6	159	-2
6	167	-2
7	30	1
7	36	1
7	56	1
7	63	1
7	65	1
7	85	1
7	89	-2
7	98	2
7	135	2
8	28	2
8	32	1
8	63	1
8	79	1
8	87	1
8	102	2
8	116	2
8	172	2
9	39	1
9	46	1
9	51	1
9	87	2
9	105	-2
9	154	2
9	157	-2
10	12	1
10	26	1
10	56	1
10	71	1
10	118	2
10	127	2
10	131	-2
11	20	1
11	41	1
11	44	1
11	65	1
11	72	1
11	82	1
11	119	-2
11	162	2
11	168	2
12	19	1
12	50	1
12	53	1
12	55	1
12	56	1
12	111	-2
12	131	-2
12	160	2
13	14	1
13	32	1
13	73	2
13	74	1
13	82	1
13	92	-2
13	124	2
13	126	-2
14	40	1
14	47	1
14	62	1
14	73	1
14	75	1
14	92	-2
14	141	2
14	146	2
15	34	1
15	53	1
15	63	1
15	74	1
15	77	1
15	138	2
15	150	2
15	169	-2
16	34	1
16	43	1
16	44	1
16	57	1
16	66	1
16	122	2
16	148	-2
16	149	-2
17	19	1
17	40	1
17	49	2
17	83	1
17	88	1
17	90	2
17	106	-2
17	136	-2
18	28	1
18	39	1
18	42	1
18	75	1
18	77	1
18	85	1
18	147	-2
18	151	-2
18	164	2
19	30	1
19	53	1
19	81	1
19	88	1
19	111	-2
19	120	2
19	136	-2
20	35	1
20	41	1
20	42	1
20	52	1
20	81	1
20	91	2
20	166	2
20	168	2
21	23	1
21	36	1
21	38	1
21	45	1
21	48	1
21	57	1
21	93	-2
21	103	-2
21	173	-2
22	25	1
22	29	1
22	33	1
22	51	1
22	64	1
22	80	1
22	99	-2
22	161	-2
22	171	-2
23	36	1
23	62	1
23	67	1
23	69	1
23	78	1
23	144	2
23	155	2
23	173	-2
24	33	1
24	73	1
24	76	1
24	85	1
24	86	1
24	110	2
24	156	2
24	175	2
25	38	1
25	48	1
25	55	1
25	65	1
25	80	1
25	97	-2
25	99	-2
25	101	-2
