1	1	-1
2	2	1
3	3	1
4	4	-1
5	5	-1
6	6	-1
7	7	-1
8	8	1
9	9	-1
10	10	3
11	11	-1
12	12	-1
13	13	-1
14	14	3
15	15	1
16	16	1
17	17	1
18	18	-1
19	19	1
20	20	-1
21	21	-3
22	22	-1
23	23	1
24	24	1
25	25	1
26	26	1
27	27	-1
28	28	-1
29	29	1
30	30	3
31	31	3
32	32	1
33	33	-1
34	34	-1
35	35	-1
36	36	1
37	37	-1
38	38	1
39	39	-1
40	40	3
41	41	1
42	42	-1
43	43	-3
44	44	1
45	45	1
46	46	-1
47	47	1
48	48	-1
49	49	1
50	50	1
51	51	-1
52	52	-1
53	53	1
54	54	1
55	55	1
56	56	3
57	57	-3
58	58	1
59	59	-1
60	60	1
61	61	1
62	62	-1
63	63	-1
64	64	-1
65	65	1
66	66	-1
67	67	-1
68	68	1
69	69	1
70	70	1
71	71	-1
72	72	3
73	73	-2
74	74	-2
75	75	2
76	76	2
77	77	-2
78	78	-2
79	79	2
80	80	-2
81	81	2
82	82	-2
83	83	-2
84	84	2
85	85	-2
86	86	2
87	87	-2
88	88	2
89	89	2
90	90	2
91	91	-2
92	92	2
93	93	-2
94	94	-2
95	95	-2
96	96	-2
97	97	2
98	98	-2
99	99	-2
100	100	2
101	101	-2
102	102	2
103	103	2
104	104	2
105	105	2
106	106	2
107	107	-2
108	108	-2
109	109	2
110	110	2
111	111	2
112	112	-2
113	113	-2
114	114	2
115	115	-2
116	116	-2
117	117	2
118	118	-2
119	119	2
120	120	-2
121	121	2
122	122	-2
123	123	2
124	124	-2
125	125	2
126	126	-2
127	127	-2
128	128	-2
129	129	2
130	130	-2
131	131	2
132	132	2
133	133	2
134	134	2
135	135	2
136	136	2
137	137	2
138	138	-2
139	139	-2
140	140	-2
141	141	-2
142	142	-2
143	143	2
144	144	2
1	8	1
1	22	1
1	29	1
1	35	1
1	48	1
1	68	1
1	97	-2
1	109	-2
1	143	2
2	28	1
2	29	1
2	32	2
2	35	1
2	48	1
2	116	2
2	121	2
2	142	-2
3	12	1
3	42	1
3	44	1
3	54	1
3	55	1
3	63	1
3	98	-2
3	100	-2
3	117	2
4	19	1
4	21	1
4	39	1
4	54	1
4	55	1
4	57	1
4	95	2
4	134	2
4	140	2
5	10	1
5	12	1
5	39	1
5	41	1
5	52	1
5	58	1
5	83	-2
5	118	2
5	120	2
6	19	1
6	22	1
6	36	1
6	61	1
6	62	1
6	65	1
6	74	2
6	110	2
6	130	2
7	34	1
7	42	1
7	50	1
7	51	1
7	60	1
7	69	1
7	102	-2
7	103	2
7	105	-2
8	16	1
8	46	1
8	61	1
8	64	1
8	68	1
8	80	-2
8	112	2
8	143	2
9	24	1
9	30	1
9	48	1
9	51	1
9	58	1
9	68	1
9	91	2
9	94	2
9	114	2
10	14	1
10	30	1
10	58	1
10	61	1
10	63	1
10	83	-2
10	86	2
10	123	2
11	15	1
11	17	1
11	18	1
11	38	1
11	49	1
11	70	1
11	87	-2
11	88	-2
11	137	-2
12	33	1
12	41	1
12	42	1
12	59	1
12	75	-2
12	98	-2
12	120	2
13	16	1
13	19	1
13	21	1
13	53	1
13	57	1
13	68	1
13	77	-2
13	106	-2
13	133	-2
14	38	1
14	45	1
14	52	1
14	56	1
14	63	1
14	86	2
14	104	2
14	113	-2
15	18	1
15	23	1
15	31	1
15	37	1
15	62	1
15	85	-2
15	115	-2
15	137	-2
16	33	1
16	53	1
16	61	1
16	66	1
16	77	-2
16	80	-2
16	139	2
17	26	1
17	38	2
17	40	1
17	50	1
17	88	-2
17	122	-2
17	141	-2
18	28	1
18	37	1
18	70	1
18	72	1
18	96	2
18	125	2
18	137	-2
19	21	1
19	36	1
19	55	1
19	106	-2
19	110	2
19	134	2
20	36	1
20	41	1
20	45	1
20	47	1
20	59	1
20	67	1
20	90	-2
20	99	-2
20	127	2
21	27	1
21	52	1
21	54	1
21	106	-2
21	108	2
21	140	2
22	25	1
22	29	1
22	58	1
22	61	1
22	81	2
22	97	-2
22	130	2
23	31	1
23	34	1
23	56	1
23	62	1
23	64	1
23	78	-2
23	115	-2
23	144	-2
24	25	1
24	33	1
24	46	1
24	48	1
24	70	1
24	91	2
24	124	-2
24	131	2
25	26	1
25	33	1
25	53	1
25	58	1
25	79	-2
25	81	2
25	124	-2
26	29	1
26	40	1
26	53	1
26	67	1
26	79	-2
26	111	2
26	141	-2
27	28	1
27	44	1
27	52	1
27	65	1
27	71	1
27	73	-2
27	108	2
27	128	2
28	35	1
28	71	1
28	72	1
28	116	2
28	125	2
28	128	2
29	32	1
29	67	1
29	97	-2
29	111	2
29	142	-2
30	39	1
30	61	1
30	68	1
30	69	1
30	114	2
30	123	2
30	129	2
31	34	1
31	37	1
31	45	1
31	56	1
31	78	-2
31	85	-2
31	92	2
32	44	1
32	48	1
