1	1	5
2	2	5
3	3	-5
4	4	5
5	5	5
6	6	-5
7	7	-5
8	8	-5
9	9	5
10	10	-5
11	11	5
12	12	-5
13	13	-5
14	14	-5
15	15	-5
16	16	-5
17	17	-1
18	18	1
19	19	1
20	20	-3
21	21	-1
22	22	-3
23	23	1
24	24	-1
25	25	-3
26	26	-3
27	27	1
28	28	-3
29	29	-3
30	30	-3
31	31	-3
32	32	1
33	33	-3
34	34	3
35	35	-3
36	36	-1
37	37	-3
38	38	1
39	39	-3
40	40	-3
41	41	1
42	42	1
43	43	-3
44	44	1
45	45	-1
46	46	-1
47	47	-1
48	48	-3
1	2	1
1	3	-4
1	4	1
1	5	1
1	6	-1
1	8	-1
1	9	3
1	10	-1
1	11	2
1	12	-1
1	13	-2
1	14	-1
1	15	-1
1	19	2
1	23	2
1	28	-2
1	29	-2
1	32	2
1	35	-2
1	39	-2
1	44	2
1	45	-2
1	48	-2
2	4	2
2	5	2
2	6	-1
2	7	-1
2	8	-1
2	10	-1
2	12	-3
2	13	-3
2	14	-3
2	15	-1
2	16	-1
2	18	2
2	20	-2
2	22	-2
2	24	-2
2	29	-2
2	34	2
2	36	-2
2	38	2
2	40	-2
2	45	-2
3	4	-1
3	5	-2
3	6	2
3	7	1
3	8	2
3	9	-3
3	10	1
3	11	-2
3	13	1
3	15	1
3	19	-2
3	21	2
3	23	-2
3	28	2
3	32	-2
3	35	2
3	37	2
3	39	2
3	44	-2
3	48	2
4	6	-3
4	7	-1
4	8	-1
4	10	-2
4	11	1
4	12	-1
4	13	-3
4	15	-2
4	16	-2
4	20	-2
4	22	-2
4	27	2
4	30	-2
4	32	2
4	36	-2
4	38	2
4	43	-2
4	46	-2
4	48	-2
5	6	-1
5	7	-3
5	8	-2
5	9	1
5	10	-1
5	11	1
5	12	-2
5	14	-2
5	15	-1
5	16	-1
5	18	2
5	21	-2
5	24	-2
5	25	-2
5	28	-2
5	34	2
5	37	-2
5	40	-2
5	41	2
5	44	2
6	7	1
6	8	2
6	9	-1
6	10	1
6	11	-2
6	12	1
6	13	2
6	14	1
6	15	1
6	20	2
6	21	2
6	26	2
6	27	-2
6	32	-2
6	36	2
6	37	2
6	42	-2
6	43	2
6	48	2
7	8	2
7	10	3
7	11	-1
7	12	1
7	14	1
7	15	2
7	16	3
7	17	2
7	18	-2
7	21	2
7	25	2
7	30	2
7	33	2
7	34	-2
7	37	2
7	41	-2
7	46	2
8	9	-2
8	10	1
8	11	-1
8	13	1
8	14	1
8	15	1
8	16	2
8	17	2
8	21	2
8	22	2
8	26	2
8	28	2
8	33	2
8	37	2
8	38	-2
8	42	-2
8	44	-2
9	10	-1
9	11	3
9	12	-1
9	13	-1
9	14	-2
9	15	-1
9	16	-1
9	19	2
9	23	2
9	26	-2
9	28	-2
9	31	-2
9	35	-2
9	39	-2
9	42	2
9	44	2
9	47	-2
10	13	1
10	14	1
10	15	4
10	16	2
10	17	2
10	18	-2
10	23	-2
10	27	-2
10	30	2
10	33	2
10	34	-2
10	39	2
10	43	2
10	46	2
11	12	-2
11	13	-1
11	14	-2
11	16	-2
11	19	2
11	25	-2
11	26	-2
11	31	-2
11	32	2
11	35	-2
11	41	2
11	42	2
11	47	-2
11	48	-2
12	13	2
12	14	3
12	15	1
12	16	2
12	20	2
12	24	2
12	25	2
12	29	2
12	31	2
12	36	2
12	40	2
12	41	-2
12	45	2
12	47	2
13	14	1
13	15	1
13	16	1
13	19	-2
13	20	2
13	22	2
13	27	-2
13	29	2
13	35	2
13	36	2
13	38	-2
13	43	2
13	45	2
14	15	1
14	16	1
14	18	-2
14	24	2
14	26	2
14	29	2
14	31	2
14	34	-2
14	40	2
14	42	-2
14	45	2
14	47	2
15	16	2
15	17	2
15	23	-2
15	24	2
15	27	-2
15	30	2
15	33	2
15	39	2
15	40	2
15	43	2
15	46	2
16	17	2
16	22	2
16	25	2
16	30	2
16	31	2
16	33	2
16	38	-2
16	41	-2
16	46	2
16	47	2
17	33	3
18	34	3
19	35	-3
20	36	3
21	37	3
22	38	-3
23	39	-3
24	40	3
25	41	-3
26	42	-3
27	43	-3
28	44	-3
29	45	3
30	46	3
31	47	3
32	48	-3
